 ,Area,%Area,Slice
634,795115,0,634
635,796364,0,635
636,797672,0,636
637,798933,0,637
638,800248,0,638
639,801605,0,639
640,802940,0,640
641,804316,0,641
642,805780,0,642
643,807328,0,643
644,808897,0,644
645,810480,0,645
646,812071,0,646
647,813702,0,647
648,815306,0,648
649,817047,0,649
650,818822,0,650
651,820821,0,651
652,822835,0,652
653,824938,0,653
654,827100,0,654
655,829296,0,655
656,831588,0,656
657,833803,0,657
658,836016,0,658
659,838216,0,659
660,840430,0,660
661,842705,0,661
662,844998,0,662
663,847249,0,663
664,849582,0,664
665,852047,0,665
666,854656,0,666
667,857314,0,667
668,859953,0,668
669,862448,0,669
670,864842,0,670
671,867346,0,671
672,870688,0,672
673,873140,0,673
674,875584,0,674
675,877833,0,675
676,880141,0,676
677,882671,0,677
678,885466,0,678
679,889570,0,679
680,892156,0,680
681,894508,0,681
682,896748,0,682
683,898859,0,683
684,899183,0,684
685,901408,0,685
686,903697,0,686
687,905984,0,687
688,908330,0,688
689,910642,0,689
690,912952,0,690
691,915288,0,691
692,917858,0,692
693,920146,0,693
694,922445,0,694
695,924782,0,695
696,927143,0,696
697,929696,0,697
698,932267,0,698
699,934942,0,699
700,937529,0,700
701,940060,0,701
702,942606,0,702
703,945145,0,703
704,947574,0,704
705,950002,0,705
706,952451,0,706
707,954942,0,707
708,957532,0,708
709,960001,0,709
710,962738,0,710
711,965540,0,711
712,968265,0,712
713,971061,0,713
714,973849,0,714
715,976600,0,715
716,979390,0,716
717,982136,0,717
718,984953,0,718
719,987817,0,719
720,990580,0,720
721,993324,0,721
722,995952,0,722
723,998583,0,723
724,1001162,0,724
725,1003743,0,725
726,1006390,0,726
727,1009110,0,727
728,1011857,0,728
729,1014662,0,729
730,1017452,0,730
731,1020227,0,731
732,1023045,0,732
733,1025936,0,733
734,1028880,0,734
735,1031728,0,735
736,1034732,0,736
737,1037574,0,737
738,1040455,0,738
739,1043336,0,739
740,1046211,0,740
741,1049128,0,741
742,1051990,0,742
743,1054876,0,743
744,1057749,0,744
745,1060675,0,745
746,1063565,0,746
747,1066592,0,747
748,1069500,0,748
749,1072312,0,749
750,1075166,0,750
751,1078045,0,751
752,1080989,0,752
753,1084031,0,753
754,1087104,0,754
755,1090174,0,755
756,1093313,0,756
757,1096387,0,757
758,1099436,0,758
759,1102462,0,759
760,1105603,0,760
761,1108696,0,761
762,1111816,0,762
763,1115003,0,763
764,1118220,0,764
765,1121546,0,765
766,1124846,0,766
767,1128161,0,767
768,1131498,0,768
769,1134890,0,769
770,1138270,0,770
771,1141749,0,771
772,1145186,0,772
773,1148695,0,773
774,1152249,0,774
775,1155816,0,775
776,1159406,0,776
777,1162984,0,777
778,1166463,0,778
779,1170103,0,779
780,1173764,0,780
781,1177411,0,781
782,1181041,0,782
783,1184638,0,783
784,1188237,0,784
785,1191845,0,785
786,1195442,0,786
787,1199064,0,787
788,1202697,0,788
789,1206278,0,789
790,1209885,0,790
791,1213566,0,791
792,1217182,0,792
793,1220724,0,793
794,1224258,0,794
795,1227854,0,795
796,1231518,0,796
797,1235117,0,797
798,1238681,0,798
799,1242146,0,799
800,1245560,0,800
801,1248943,0,801
802,1252445,0,802
803,1255956,0,803
804,1259438,0,804
805,1262942,0,805
806,1266435,0,806
807,1269873,0,807
808,1273243,0,808
809,1276610,0,809
810,1280039,0,810
811,1283560,0,811
812,1287181,0,812
813,1290710,0,813
814,1294212,0,814
815,1297727,0,815
816,1301190,0,816
817,1304761,0,817
818,1308344,0,818
819,1311837,0,819
820,1315220,0,820
821,1318696,0,821
822,1322362,0,822
823,1326174,0,823
824,1330057,0,824
825,1333905,0,825
826,1337920,0,826
827,1341935,0,827
828,1346159,0,828
829,1350418,0,829
830,1354591,0,830
831,1358842,0,831
832,1363408,0,832
833,1369048,0,833
834,1375784,0,834
835,1383745,0,835
836,1392066,0,836
837,1400603,0,837
838,1408963,0,838
839,1417375,0,839
840,1426699,0,840
841,1436166,0,841
842,1447576,0,842
843,1461347,0,843
844,1474708,0,844
845,1488856,0,845
846,1503536,0,846
847,1518530,0,847
848,1533707,0,848
849,1549089,0,849
850,1565435,0,850
851,1582259,0,851
852,1598189,0,852
853,1614005,0,853
854,1630157,0,854
855,1644002,0,855
856,1655702,0,856
857,1667187,0,857
858,1677992,0,858
859,1688189,0,859
860,1698890,0,860
